No.	rev_datemodified	locale	file_name	h1	product	ssi_header	globalfooter	header	author2	author3	keywords	columntype	pod	topiccenter	rev_datecreated	article_title	area	fullwidth	commentWidget	page_total	page_number	editor	products	commentRating	columns	fma	head	printLayout	description	shorttitle	promo	robots	ROBOTS	breadcrumb	flashdetection	MMlocale	devCtrNav	datemodified	identity	lang	topic	globalnav	level	url	ssi_syntax	dropdown,pod,tab,tree,map	author	modules	datecreated	devCtrAccordion	user_level	blurb	contentarea	Keywords	title	page	
878	26 May 2009	en_us	part04		flash						ActionScript 3.0, Flash video, FLV, filters, blend modes, bitmap smoothing, drop shadow, gradient glow	novalue		novalue	26 May 2009	Graphic Effects Learning Guide for Flash: Animated filters	devnet		true	1	1	Tommi West	Flash	true	1		flash	false	Animate movie clips that have filters applied to them.	Graphic Effects Learning Guide for Flash: Animated filters		noodp					true			en-us			beginner, intermediate	www.adobe.com/devnet/flash/learning_guide/graphic_effects/part04.html		dropdown,pod	Adobe		26 May 2009	true	1	Animate movie clips that have filters applied to them.	Adobe Developer Connection		Graphic Effects Learning Guide for Flash: Animated filters | Adobe Developer Connection	main	
879	26 May 2009	en_us	part05		flash						ActionScript 3.0, Flash video, FLV, filters, blend modes, bitmap smoothing, drop shadow, gradient glow	novalue		novalue	26 May 2009	Graphic Effects Learning Guide for Flash: Blend modes	devnet		true	1	1	Tommi West	Flash	true	1		flash	false	Create highlights or shadows that let details from an underlying image show through, or colorize a desaturated image.	Graphic Effects Learning Guide for Flash: Blend modes		noodp					true			en-us			beginner, intermediate	www.adobe.com/devnet/flash/learning_guide/graphic_effects/part05.html		dropdown,pod	Adobe		26 May 2009	true	1	Create highlights or shadows that let details from an underlying image show through, or colorize a desaturated image.	Adobe Developer Connection		Graphic Effects Learning Guide for Flash: Blend modes | Adobe Developer Connection	main	
880	26 May 2009	en_us	part06		flash						ActionScript 3.0, Flash video, FLV, filters, blend modes, bitmap smoothing, drop shadow, gradient glow	novalue		novalue	26 May 2009	Graphic Effects Learning Guide for Flash: Bitmaps	devnet		true	1	1	Tommi West	Flash	true	1		flash	false	Create arbitrarily sized transparent or opaque bitmap images and then manipulate them in various ways at runtime.	Graphic Effects Learning Guide for Flash: Bitmaps		noodp					true			en-us			beginner, intermediate	www.adobe.com/devnet/flash/learning_guide/graphic_effects/part06.html		dropdown,pod	Adobe		26 May 2009	true	1	Create arbitrarily sized transparent or opaque bitmap images and then manipulate them in various ways at runtime.	Adobe Developer Connection		Graphic Effects Learning Guide for Flash: Bitmaps | Adobe Developer Connection	main	
881	26 May 2009	en_us	part07		flash						ActionScript 3.0, Flash video, FLV, filters, blend modes, bitmap smoothing, drop shadow, gradient glow	novalue		novalue	26 May 2009	Graphic Effects Learning Guide for Flash: Text	devnet		true	1	1	Tommi West	Flash	true	1		flash	false	Learn about the font rendering options available in Flash to control the way your text appears at runtime.	Graphic Effects Learning Guide for Flash: Text		noodp					true			en-us			beginner, intermediate	www.adobe.com/devnet/flash/learning_guide/graphic_effects/part07.html		dropdown,pod	Adobe		26 May 2009	true	3	Learn about the font rendering options available in Flash to control the way your text appears at runtime.	Adobe Developer Connection		Graphic Effects Learning Guide for Flash: Text | Adobe Developer Connection	main	
882	26 May 2009	en_us	part08		flash						ActionScript 3.0, Flash video, FLV, filters, blend modes, bitmap smoothing, drop shadow, gradient glow	novalue		novalue	26 May 2009	Graphic Effects Learning Guide for Flash: Inverse kinematics, 3D, copy/paste, and 9-slice scaling	devnet		true	1	1	Tommi West	Flash	true	1		flash	false	Learn about inverse kinematics, 3D, copy/paste, and 9-slice scaling.	Graphic Effects Learning Guide for Flash: Inverse kinematics, 3D, copy/paste, and 9-slice scaling		noodp					true			en-us			beginner, intermediate	www.adobe.com/devnet/flash/learning_guide/graphic_effects/part08.html		dropdown,pod	Adobe		26 May 2009	true	3	Learn about inverse kinematics, 3D, copy/paste, and 9-slice scaling.	Adobe Developer Connection		Graphic Effects Learning Guide for Flash: Inverse kinematics, 3D, copy/paste, and 9-slice scaling | Adobe Developer Connection	main	
883	8 June 2009	en_us	part01		flash						ActionScript 3.0, Flash video, FLV, capture, encode, caption, synch sound, video standards	novalue		novalue	16 April 2007	Video Learning Guide for Flash: Overview	devnet		true	1	1	Tommi West	Flash	true	1		flash	false	Start things off right with this overview of key concepts and terminology related to web video and video formats.	Video Learning Guide for Flash: Overview		noodp					true	8 June 2009		en-us			beginner	www.adobe.com/devnet/flash/learning_guide/video/part01.html		dropdown,pod,table	Adobe		16 April 2007	true	1	Start things off right with this overview of key concepts and terminology related to web video and video formats.	Adobe Developer Connection		Video Learning Guide for Flash: Overview | Adobe Developer Connection	main	
884	8 June 2009	en_us	part02		flash							novalue		novalue	16 April 2007	Video Learning Guide for Flash: Progressive and streaming video	devnet		true	1	1	Tommi West	Flash	true	1		flash	false	Examine the variety of options for delivering video to Flash Player.	Video Learning Guide for Flash: Progressive and streaming video		noodp					true	8 June 2009		en-us			beginner	www.adobe.com/devnet/flash/learning_guide/video/part02.html		dropdown,pod,table	Adobe		16 April 2007	true	1	Examine the variety of options for delivering video to Flash Player.	Adobe Developer Connection	ActionScript 3.0, Flash video, FLV, capture, encode, caption, synch sound, video standards	Video Learning Guide for Flash: Progressive and streaming video | Adobe Developer Connection	main	
885	8 June 2009	en_us	part03		flash						ActionScript 3.0, Flash video, FLV, capture, encode, caption, synch sound, video standards	novalue		novalue	16 April 2007	Video Learning Guide for Flash: Capturing and encoding	devnet		true	1	1	Tommi West	Flash	true	1		flash	false	Learn how prerecorded web video is encoded and how to get best results when capturing video.	Video Learning Guide for Flash: Capturing and encoding		noodp					true	8 June 2009		en-us			beginner	www.adobe.com/devnet/flash/learning_guide/video/part03.html		dropdown,pod	Adobe		16 April 2007	true	1	Learn how prerecorded web video is encoded and how to get best results when capturing video.	Adobe Developer Connection		Video Learning Guide for Flash: Capturing and encoding | Adobe Developer Connection	main	
886	8 June 2009	en_us	part04		flash, Dreamweaver							novalue		novalue	16 April 2007	Video Learning Guide for Flash: Adding video to a web page	devnet		true	1	1	Tommi West	Dreamweaver, Flash	true	1		flash	false	Learn the two general approaches to adding video to web pages: using Dreamweaver or Flash.	Video Learning Guide for Flash: Video on web pages		noodp					true	8 June 2009		en-us			beginner	www.adobe.com/devnet/flash/learning_guide/video/part04.html		dropdown,pod	Adobe		16 April 2007	true	1	Learn the two general approaches to adding video to web pages: using Dreamweaver or Flash.	Adobe Developer Connection	ActionScript 3.0, Flash video, FLV, capture, encode, caption, synch sound, video standards	Video Learning Guide for Flash: Adding video to a web page | Adobe Developer Connection	main	
887	8 June 2009	en_us	part05		flash						ActionScript 3.0, Flash video, FLV, capture, encode, caption, synch sound, video standards	novalue		novalue	16 April 2007	Video Learning Guide for Flash: Synchronization and captions	devnet		true	1	1	Tommi West	Flash	true	1		flash	false	Get an overview of the key concepts involved in content synchronization and captioning.	Video Learning Guide for Flash: Synchronization and captions		noodp					true	8 June 2009		en-us			beginner	www.adobe.com/devnet/flash/learning_guide/video/part05.html		dropdown,pod	Adobe		16 April 2007	true	1	Get an overview of the key concepts involved in content synchronization and captioning.	Adobe Developer Connection		Video Learning Guide for Flash: Synchronization and captions | Adobe Developer Connection	main	
888	8 June 2009	en_us	part06		flash						ActionScript 3.0, Flash video, FLV, capture, encode, caption, synch sound, video standards	novalue		novalue	16 April 2007	Video Learning Guide for Flash: NTSC and PAL video standards	devnet		true	1	1	Tommi West	Flash	true	1		flash	false	Understand key concepts related to the NTSC and PAL video standards.	Video Learning Guide for Flash: NTSC and PAL video standards		noodp					true	8 June 2009		en-us			beginner	www.adobe.com/devnet/flash/learning_guide/video/part06.html		dropdown,pod	Adobe		16 April 2007	true	1	Understand key concepts related to the NTSC and PAL video standards.	Adobe Developer Connection		Video Learning Guide for Flash: NTSC and PAL video standards | Adobe Developer Connection	main	
889		en_us			flash														true						1							noodp					true							www.adobe.com/devnet/flash/quickstart/accessible_ui_as3/index.html		dropdown,pod				true					Adobe - Flash Quick Starts: Making user interfaces more accessible		
890		en_us			flash														true						1							noodp					true							www.adobe.com/devnet/flash/quickstart/button_component_as3/index.html		dropdown,pod				true					Adobe - Flash Quick Starts: Using the Button component		
891		en_us																	true						1							noodp					true							www.adobe.com/devnet/flash/quickstart/color_correction_as3/index.html		accordion,dropdown				true					Adobe - Using color correction in Flash Player 10		
892		en_us			flash														true						1							noodp					true							www.adobe.com/devnet/flash/quickstart/creating_class_as3/index.html		dropdown,pod				true					Adobe - Flash Quick Starts: Creating a simple ActionScript 3.0 class		
893		en_us			flash														true						1							noodp					true							www.adobe.com/devnet/flash/quickstart/datagrid_pt1/index.html		dropdown,pod				true					Adobe - Flash Quick Starts: Creating, populating, and resizing the DataGrid component		
894		en_us			flash														true						1							noodp					true							www.adobe.com/devnet/flash/quickstart/datagrid_pt2/index.html		dropdown,pod				true					Adobe - Flash Quick Starts: Customizing and sorting the DataGrid component		
895		en_us			flash														true						1							noodp					true							www.adobe.com/devnet/flash/quickstart/datagrid_pt3/index.html		dropdown,pod				true					Adobe - Flash Quick Starts: Filtering and formatting data in the DataGrid component		
896		en_us			flash														true						1							noodp					true							www.adobe.com/devnet/flash/quickstart/display_list_programming_as3/index.html		dropdown,pod				true					Adobe - Flash Quick Starts: Programming with ActionScript 3.0 - Display list programming		
897		en_us			flash														true						1							noodp					true							www.adobe.com/devnet/flash/quickstart/drawing_commands_as3/index.html		dropdown,pod				true					Adobe - Flash Quick Starts: Using ActionScript 3.0 drawing commands		
898		en_us			flash														true						1							noodp					true							www.adobe.com/devnet/flash/quickstart/embedding_fonts/index.html		dropdown,pod				true					Adobe - Flash Quick Starts: Embedding fonts		
899		en_us			flash														true						1							noodp					true							www.adobe.com/devnet/flash/quickstart/event_handling_as3/index.html		dropdown,pod				true					Adobe - Flash Quick Starts: Event handling		
900		en_us			flash														true						1							noodp					true							www.adobe.com/devnet/flash/quickstart/external_files_as3/index.html		dropdown,pod				true					Adobe - Flash Quick Starts: Working with symbols and the Document class		
901		en_us			flash						ActionScript, local files, FileReference class	novalue		novalue			devnet		true			Matt Lusher			1				Examine a sample application to learn techniques for loading and saving local files in Flash Player.	Loading and saving local files with the FileReference class		noodp					true	21 September 2009					All	www.adobe.com/devnet/flash/quickstart/filereference_class_as3/index.html		dropdown,pod	H. Paul Robertson		21 September 2009	true		Examine a sample application to learn techniques for loading and saving local files in Flash Player.			Adobe - Flash Quick Starts: Loading and saving local files with the FileReference class		
